major_area_code,completion_dttm,station_code,species_code,number_sampled_num,length_num,sex_code,maturity_stage_code
21,26MAY2011:11:22:00.000,3066,9605,1,68,1,
4,26MAY2011:12:21:00.000,271,9605,1,50,2,1
4,26MAY2011:12:21:00.000,271,9605,1,61,1,
9,26MAY2011:12:59:00.000,51,9605,1,61,2,1
5,26MAY2011:13:09:00.000,162,9605,1,85,2,2
5,26MAY2011:13:09:00.000,162,9605,1,151,1,
4,26MAY2011:14:03:00.000,281,9605,1,89,2,2
4,26MAY2011:14:03:00.000,281,9605,1,62,1,
4,26MAY2011:15:10:00.000,110,9605,1,61,1,
21,01JUN2011:10:12:00.000,3053,9605,1,165,2,1
7,01JUN2011:11:34:00.000,212,9605,1,94,2,1
7,01JUN2011:11:34:00.000,212,9605,1,122,1,
7,01JUN2011:11:34:00.000,212,9605,1,180,1,
7,01JUN2011:12:08:00.000,229,9605,1,238,1,
7,01JUN2011:12:08:00.000,229,9605,1,133,2,2
7,01JUN2011:12:08:00.000,229,9605,1,91,1,
7,01JUN2011:12:08:00.000,229,9605,1,38,,
7,01JUN2011:12:38:00.000,246,9605,1,104,1,
7,01JUN2011:12:38:00.000,246,9605,1,193,1,
7,01JUN2011:12:38:00.000,246,9605,1,96,1,
7,01JUN2011:12:38:00.000,246,9605,1,52,2,2
7,01JUN2011:12:38:00.000,246,9605,1,60,2,1
7,01JUN2011:12:38:00.000,246,9605,1,96,2,1
7,01JUN2011:12:38:00.000,246,9605,1,122,2,1
7,01JUN2011:12:38:00.000,246,9605,1,54,1,
7,01JUN2011:12:38:00.000,246,9605,1,61,1,
7,01JUN2011:12:38:00.000,246,9605,1,66,2,1
7,01JUN2011:12:38:00.000,246,9605,1,34,,
7,01JUN2011:12:38:00.000,246,9605,1,64,1,
19,01JUN2011:13:03:00.000,1533,9605,1,159,2,2
7,01JUN2011:13:40:00.000,135,9605,1,190,1,
7,01JUN2011:13:40:00.000,135,9605,1,60,1,
19,01JUN2011:14:08:00.000,1613,9605,1,170,2,4
7,01JUN2011:14:32:00.000,176,9605,1,94,2,1
7,01JUN2011:14:32:00.000,176,9605,1,171,2,2
7,01JUN2011:14:32:00.000,176,9605,1,27,,
19,01JUN2011:14:38:00.000,1612,9605,1,174,2,2
8,01JUN2011:16:20:00.000,68,9605,1,175,1,
8,01JUN2011:16:20:00.000,68,9605,1,109,2,2
8,01JUN2011:16:20:00.000,68,9605,1,81,1,
8,01JUN2011:16:20:00.000,68,9605,1,54,1,
8,01JUN2011:16:20:00.000,68,9605,1,186,,
5,02JUN2011:07:58:00.000,136,9605,1,78,2,1
5,02JUN2011:07:58:00.000,136,9605,1,63,1,
5,02JUN2011:09:47:00.000,163,9605,1,107,2,1
5,02JUN2011:09:47:00.000,163,9605,1,113,2,1
5,02JUN2011:09:47:00.000,163,9605,1,163,1,
5,02JUN2011:09:47:00.000,163,9605,1,41,,
5,02JUN2011:10:25:00.000,189,9605,1,183,1,
5,02JUN2011:10:25:00.000,189,9605,1,113,2,1
5,02JUN2011:10:25:00.000,189,9605,1,165,2,2
18,02JUN2011:11:28:00.000,604,9605,1,168,2,2
5,02JUN2011:11:57:00.000,167,9605,1,42,,
5,03JUN2011:09:44:00.000,297,9605,1,132,2,2
5,03JUN2011:09:44:00.000,297,9605,1,127,2,2
5,03JUN2011:09:44:00.000,297,9605,1,122,2,2
5,03JUN2011:09:44:00.000,297,9605,1,122,2,3
5,03JUN2011:09:44:00.000,297,9605,1,136,2,2
5,03JUN2011:11:05:00.000,299,9605,1,129,2,3
5,03JUN2011:11:05:00.000,299,9605,1,112,2,1
5,03JUN2011:11:05:00.000,299,9605,1,121,2,4
5,03JUN2011:11:05:00.000,299,9605,1,141,1,
5,03JUN2011:11:05:00.000,299,9605,1,169,1,
5,03JUN2011:11:05:00.000,299,9605,1,128,2,2
5,03JUN2011:11:05:00.000,299,9605,1,91,1,
5,03JUN2011:11:05:00.000,299,9605,1,69,1,
5,03JUN2011:12:12:00.000,266,9605,1,53,1,
5,03JUN2011:12:12:00.000,266,9605,1,143,2,3
5,03JUN2011:12:12:00.000,266,9605,1,32,1,
5,03JUN2011:12:12:00.000,266,9605,1,122,1,
5,03JUN2011:12:12:00.000,266,9605,1,57,1,
5,03JUN2011:12:12:00.000,266,9605,1,137,2,2
4,06JUN2011:14:18:00.000,104,9605,1,141,2,2
4,06JUN2011:14:18:00.000,104,9605,1,134,2,2
4,06JUN2011:14:18:00.000,104,9605,1,91,1,
4,06JUN2011:15:13:00.000,107,9605,1,125,2,2
4,06JUN2011:15:13:00.000,107,9605,1,93,1,
6,08JUN2011:13:22:00.000,230,9605,1,55,2,1
6,08JUN2011:13:22:00.000,230,9605,1,90,2,1
6,08JUN2011:13:22:00.000,230,9605,1,60,2,1
6,08JUN2011:13:22:00.000,230,9605,1,90,2,1
6,08JUN2011:13:22:00.000,230,9605,1,120,1,
3,09JUN2011:11:39:00.000,63,9605,1,56,2,1
4,09JUN2011:11:48:00.000,43,9605,1,46,2,1
4,09JUN2011:12:40:00.000,41,9605,1,142,1,
4,13JUN2011:09:48:00.000,192,9605,1,68,1,
4,13JUN2011:09:48:00.000,192,9605,1,51,1,
1,13JUN2011:16:15:00.000,72,9605,1,171,2,2
1,13JUN2011:16:15:00.000,72,9605,1,115,2,1
1,13JUN2011:16:15:00.000,72,9605,1,156,1,
1,13JUN2011:16:56:00.000,83,9605,1,54,2,1
5,16JUN2011:08:00:00.000,254,9605,1,115,1,
5,16JUN2011:08:00:00.000,254,9605,1,148,2,2
6,16JUN2011:10:55:00.000,205,9605,1,143,1,
8,20JUN2011:10:58:00.000,301,9605,1,107,2,1
8,20JUN2011:10:58:00.000,301,9605,1,120,2,1
8,20JUN2011:10:58:00.000,301,9605,1,136,2,1
1,20JUN2011:11:31:00.000,179,9605,1,118,1,
8,20JUN2011:11:37:00.000,284,9605,1,105,1,
8,20JUN2011:11:37:00.000,284,9605,1,102,1,
8,20JUN2011:11:37:00.000,284,9605,1,87,2,1
8,20JUN2011:11:37:00.000,284,9605,1,85,2,1
8,20JUN2011:11:37:00.000,284,9605,1,99,2,1
8,20JUN2011:11:37:00.000,284,9605,1,110,1,
8,20JUN2011:11:37:00.000,284,9605,1,132,2,1
8,20JUN2011:11:37:00.000,284,9605,1,95,1,
8,20JUN2011:12:53:00.000,304,9605,1,92,1,
4,22JUN2011:15:30:00.000,254,9605,1,68,2,1
4,22JUN2011:15:30:00.000,254,9605,1,62,2,1
4,22JUN2011:15:30:00.000,254,9605,1,74,2,1
4,22JUN2011:15:30:00.000,254,9605,1,78,2,1
4,22JUN2011:15:30:00.000,254,9605,1,56,1,
4,22JUN2011:15:30:00.000,254,9605,1,61,2,1
4,22JUN2011:15:30:00.000,254,9605,1,56,1,
4,22JUN2011:15:30:00.000,254,9605,1,60,1,
4,22JUN2011:15:30:00.000,254,9605,1,56,2,1
4,22JUN2011:15:30:00.000,254,9605,1,53,1,
4,22JUN2011:15:30:00.000,254,9605,1,79,1,
4,22JUN2011:15:30:00.000,254,9605,1,53,1,
4,22JUN2011:15:30:00.000,254,9605,1,73,1,
4,22JUN2011:15:30:00.000,254,9605,1,79,2,1
4,22JUN2011:15:30:00.000,254,9605,1,56,2,1
4,22JUN2011:15:30:00.000,254,9605,1,83,1,
4,22JUN2011:15:30:00.000,254,9605,1,39,2,1
4,22JUN2011:15:30:00.000,254,9605,1,54,2,1
4,22JUN2011:15:30:00.000,254,9605,1,72,1,
4,22JUN2011:15:30:00.000,254,9605,1,68,1,
4,22JUN2011:15:30:00.000,254,9605,1,49,2,1
4,22JUN2011:15:30:00.000,254,9605,1,66,2,1
4,22JUN2011:15:30:00.000,254,9605,1,46,1,
4,22JUN2011:15:30:00.000,254,9605,1,85,2,1
4,22JUN2011:15:30:00.000,254,9605,1,71,2,1
4,22JUN2011:15:30:00.000,254,9605,1,62,1,
4,22JUN2011:15:30:00.000,254,9605,1,57,2,1
4,22JUN2011:16:29:00.000,225,9605,1,52,2,1
5,23JUN2011:08:26:00.000,105,9605,1,10,,
5,23JUN2011:08:26:00.000,105,9605,1,8,,
5,23JUN2011:08:30:00.000,93,9605,1,91,2,1
1,23JUN2011:08:52:00.000,86,9605,1,112,1,
5,23JUN2011:09:09:00.000,106,9605,1,135,1,
20,23JUN2011:09:56:00.000,2053,9605,1,121,2,3
5,23JUN2011:10:09:00.000,92,9605,1,76,2,1
5,23JUN2011:10:09:00.000,92,9605,1,156,1,
1,23JUN2011:10:31:00.000,115,9605,1,81,2,1
5,23JUN2011:11:00:00.000,102,9605,1,131,2,8
7,24JUN2011:13:34:00.000,267,9605,1,92,2,1
7,24JUN2011:13:34:00.000,267,9605,1,36,,
2,27JUN2011:10:30:00.000,617,9605,1,130,2,2
4,27JUN2011:10:57:00.000,261,9605,1,115,2,1
7,27JUN2011:12:23:00.000,97,9605,1,55,2,1
7,27JUN2011:12:23:00.000,97,9605,1,82,1,
7,27JUN2011:12:23:00.000,97,9605,1,80,2,1
7,27JUN2011:12:23:00.000,97,9605,1,44,,
7,27JUN2011:12:23:00.000,97,9605,1,68,2,1
7,27JUN2011:12:23:00.000,97,9605,1,50,2,1
7,27JUN2011:12:23:00.000,97,9605,1,71,2,1
7,27JUN2011:12:23:00.000,97,9605,1,64,1,
7,27JUN2011:12:23:00.000,97,9605,1,73,2,2
7,27JUN2011:12:23:00.000,97,9605,1,42,,
7,27JUN2011:12:23:00.000,97,9605,1,92,1,
7,27JUN2011:12:23:00.000,97,9605,1,77,1,
7,27JUN2011:12:23:00.000,97,9605,1,80,2,1
7,27JUN2011:12:23:00.000,97,9605,1,67,1,
7,27JUN2011:12:23:00.000,97,9605,1,69,2,1
7,27JUN2011:12:23:00.000,97,9605,1,48,,
7,27JUN2011:12:23:00.000,97,9605,1,61,2,1
7,27JUN2011:12:23:00.000,97,9605,1,58,1,
7,27JUN2011:12:23:00.000,97,9605,1,49,,
7,27JUN2011:12:23:00.000,97,9605,39,,,
7,27JUN2011:12:23:00.000,97,9605,1,11,,
7,27JUN2011:14:54:00.000,51,9605,1,45,,
7,27JUN2011:14:54:00.000,51,9605,1,8,,
7,27JUN2011:14:54:00.000,51,9605,1,9,,
7,27JUN2011:14:54:00.000,51,9605,1,12,,
7,27JUN2011:14:54:00.000,51,9605,1,13,,
7,27JUN2011:14:54:00.000,51,9605,1,17,,
4,27JUN2011:15:22:00.000,84,9605,1,48,1,
4,27JUN2011:15:22:00.000,84,9605,1,55,1,
9,28JUN2011:09:32:00.000,75,9605,1,144,2,2
5,28JUN2011:09:40:00.000,34,9605,1,134,1,
5,28JUN2011:09:40:00.000,34,9605,1,83,2,1
5,28JUN2011:09:40:00.000,34,9605,1,186,1,
21,28JUN2011:11:35:00.000,3196,9605,1,165,2,1
21,28JUN2011:13:46:00.000,3180,9605,1,120,2,3
21,28JUN2011:14:46:00.000,3179,9605,1,121,2,3
17,29JUN2011:09:17:00.000,3677,9605,1,121,2,2
17,29JUN2011:10:06:00.000,3651,9605,1,53,2,1
4,29JUN2011:10:38:00.000,47,9605,1,56,2,1
4,29JUN2011:11:09:00.000,46,9605,1,60,2,1
4,29JUN2011:14:30:00.000,54,9605,1,32,0,
4,29JUN2011:14:30:00.000,54,9605,1,160,2,2
4,29JUN2011:14:30:00.000,54,9605,1,135,2,2
4,29JUN2011:14:30:00.000,54,9605,1,79,2,1
17,01JUL2011:08:12:00.000,3785,9605,1,177,2,3
4,04JUL2011:10:39:00.000,274,9605,1,32,2,1
4,04JUL2011:15:14:00.000,96,9605,1,72,2,1
7,05JUL2011:13:06:00.000,209,9605,1,54,2,1
7,05JUL2011:13:06:00.000,209,9605,1,66,2,1
7,05JUL2011:14:06:00.000,245,9605,1,64,2,1
7,05JUL2011:14:06:00.000,245,9605,1,38,,
7,05JUL2011:14:06:00.000,245,9605,1,72,2,1
7,05JUL2011:14:06:00.000,245,9605,1,78,2,1
5,06JUL2011:07:19:00.000,324,9605,1,70,2,1
5,06JUL2011:07:19:00.000,324,9605,1,37,,
5,06JUL2011:07:19:00.000,324,9605,1,33,,
5,06JUL2011:07:19:00.000,324,9605,1,48,,
5,06JUL2011:07:19:00.000,324,9605,1,51,2,1
5,06JUL2011:07:19:00.000,324,9605,1,66,2,2
5,06JUL2011:07:19:00.000,324,9605,1,39,,
5,06JUL2011:09:08:00.000,300,9605,1,30,,
5,06JUL2011:09:08:00.000,300,9605,1,45,,
5,06JUL2011:09:08:00.000,300,9605,1,47,,
5,06JUL2011:09:08:00.000,300,9605,1,48,,
5,06JUL2011:09:08:00.000,300,9605,1,39,,
5,06JUL2011:09:08:00.000,300,9605,1,30,,
5,06JUL2011:09:08:00.000,300,9605,1,27,,
5,06JUL2011:09:08:00.000,300,9605,1,42,,
5,06JUL2011:09:08:00.000,300,9605,1,33,,
5,06JUL2011:09:08:00.000,300,9605,1,31,,
3,06JUL2011:09:28:00.000,475,9605,1,75,1,
2,06JUL2011:11:12:00.000,198,9605,1,18,,
8,06JUL2011:12:16:00.000,16,9605,1,172,2,3
5,06JUL2011:14:00:00.000,31,9605,1,60,1,
5,06JUL2011:14:58:00.000,91,9605,1,53,2,1
5,06JUL2011:14:58:00.000,91,9605,1,56,2,1
18,07JUL2011:10:14:00.000,581,9605,1,56,1,
4,07JUL2011:11:22:00.000,81,9605,1,112,2,2
4,07JUL2011:12:55:00.000,122,9605,1,48,2,1
4,07JUL2011:13:49:00.000,103,9605,1,45,2,1
8,11JUL2011:11:59:00.000,329,9605,1,91,2,2
6,12JUL2011:09:35:00.000,185,9605,1,24,,
6,12JUL2011:10:13:00.000,231,9605,1,45,,
6,12JUL2011:10:13:00.000,231,9605,1,182,2,8
6,12JUL2011:13:49:00.000,93,9605,1,71,1,
3,18JUL2011:10:32:00.000,317,9605,1,54,,
1,18JUL2011:12:57:00.000,189,9605,1,174,1,
4,18JUL2011:13:44:00.000,212,9605,1,136,2,3
3,19JUL2011:11:02:00.000,46,9605,1,128,2,2
4,19JUL2011:14:14:00.000,45,9605,1,47,2,1
5,20JUL2011:07:50:00.000,267,9605,1,135,2,3
17,20JUL2011:09:17:00.000,3748,9605,1,39,1,
5,20JUL2011:12:49:00.000,160,9605,1,172,1,
5,20JUL2011:12:49:00.000,160,9605,1,92,2,1
5,20JUL2011:13:29:00.000,137,9605,1,130,1,
18,20JUL2011:13:58:00.000,671,9605,1,68,1,
18,20JUL2011:13:58:00.000,671,9605,1,61,1,
5,20JUL2011:14:58:00.000,87,9605,1,140,2,2
5,20JUL2011:14:58:00.000,87,9605,1,153,2,2
5,20JUL2011:16:03:00.000,88,9605,1,157,1,
5,20JUL2011:16:03:00.000,88,9605,1,140,1,
7,21JUL2011:09:57:00.000,1,9605,1,85,1,
7,21JUL2011:09:57:00.000,1,9605,1,65,1,
7,21JUL2011:09:57:00.000,1,9605,1,37,,
6,21JUL2011:10:14:00.000,142,9605,1,41,,
6,21JUL2011:10:14:00.000,142,9605,1,43,,
8,21JUL2011:11:06:00.000,113,9605,1,51,2,1
8,21JUL2011:11:34:00.000,98,9605,1,84,2,1
8,21JUL2011:11:34:00.000,98,9605,1,44,,
8,21JUL2011:11:34:00.000,98,9605,1,25,,
8,21JUL2011:11:34:00.000,98,9605,1,25,,
8,21JUL2011:11:34:00.000,98,9605,1,24,,
8,21JUL2011:11:34:00.000,98,9605,1,24,,
8,21JUL2011:11:34:00.000,98,9605,1,15,,
8,21JUL2011:11:34:00.000,98,9605,1,154,1,
21,25JUL2011:10:12:00.000,3271,9605,1,126,2,1
21,25JUL2011:10:12:00.000,3271,9605,1,130,2,1
9,25JUL2011:10:17:00.000,65,9605,1,187,2,2
3,25JUL2011:10:39:00.000,448,9605,1,45,2,1
9,25JUL2011:11:31:00.000,50,9605,1,142,2,3
4,25JUL2011:11:35:00.000,27,9605,1,63,2,1
4,25JUL2011:11:35:00.000,27,9605,1,56,2,1
4,25JUL2011:11:35:00.000,27,9605,1,94,2,1
4,25JUL2011:11:35:00.000,27,9605,1,159,2,2
4,25JUL2011:11:35:00.000,27,9605,1,128,1,
4,25JUL2011:12:12:00.000,19,9605,1,132,1,
4,25JUL2011:12:12:00.000,19,9605,1,134,1,
4,25JUL2011:12:12:00.000,19,9605,1,123,2,2
4,25JUL2011:12:12:00.000,19,9605,1,157,2,2
4,25JUL2011:12:12:00.000,19,9605,1,143,2,2
4,25JUL2011:12:12:00.000,19,9605,1,144,2,2
4,25JUL2011:12:12:00.000,19,9605,1,131,1,
4,25JUL2011:12:12:00.000,19,9605,1,119,2,2
6,26JUL2011:11:06:00.000,42,9605,1,29,,
8,01AUG2011:13:30:00.000,75,9605,1,150,2,1
3,01AUG2011:13:41:00.000,401,9605,1,95,,1
8,01AUG2011:14:50:00.000,82,9605,1,120,2,1
8,01AUG2011:14:50:00.000,82,9605,1,90,1,
8,01AUG2011:14:50:00.000,82,9605,1,63,2,1
8,01AUG2011:14:50:00.000,82,9605,1,80,2,1
8,01AUG2011:14:50:00.000,82,9605,1,109,1,
5,02AUG2011:07:26:00.000,324,9605,1,54,2,1
5,02AUG2011:07:26:00.000,324,9605,1,34,,
5,02AUG2011:07:26:00.000,324,9605,1,124,2,2
5,02AUG2011:07:26:00.000,324,9605,1,39,,
5,02AUG2011:07:26:00.000,324,9605,1,31,,
5,02AUG2011:07:26:00.000,324,9605,1,33,,
5,02AUG2011:07:26:00.000,324,9605,1,39,,
5,02AUG2011:07:26:00.000,324,9605,1,31,,
3,02AUG2011:08:36:00.000,173,9605,1,70,2,1
3,02AUG2011:08:36:00.000,173,9605,1,6,,
18,02AUG2011:10:05:00.000,542,9605,1,52,,
1,02AUG2011:10:10:00.000,34,9605,1,137,2,2
5,02AUG2011:11:29:00.000,152,9605,1,24,,
2,02AUG2011:12:48:00.000,89,9605,1,60,2,1
2,02AUG2011:12:48:00.000,89,9605,1,44,1,
2,02AUG2011:12:48:00.000,89,9605,1,143,1,
5,02AUG2011:14:12:00.000,118,9605,1,55,2,1
17,03AUG2011:10:47:00.000,3647,9605,1,65,1,
7,03AUG2011:11:00:00.000,221,9605,1,64,2,1
7,03AUG2011:11:00:00.000,221,9605,1,49,,
7,03AUG2011:11:00:00.000,221,9605,1,47,,
7,03AUG2011:11:00:00.000,221,9605,1,43,,
7,03AUG2011:11:00:00.000,221,9605,1,36,,
17,03AUG2011:11:31:00.000,3663,9605,1,27,1,
7,03AUG2011:11:42:00.000,224,9605,1,81,1,
7,03AUG2011:11:42:00.000,224,9605,1,131,1,
7,03AUG2011:11:42:00.000,224,9605,1,55,1,
2,03AUG2011:11:52:00.000,663,9605,1,28,,
2,03AUG2011:11:52:00.000,663,9605,1,25,,
2,03AUG2011:11:52:00.000,663,9605,1,22,,
2,03AUG2011:11:52:00.000,663,9605,1,18,,
2,03AUG2011:11:52:00.000,663,9605,1,24,,
2,03AUG2011:11:52:00.000,663,9605,1,12,,
2,03AUG2011:12:37:00.000,669,9605,1,25,,
7,03AUG2011:13:49:00.000,162,9605,1,24,,
7,03AUG2011:14:38:00.000,156,9605,1,38,,
2,03AUG2011:14:45:00.000,385,9605,1,115,1,
4,03AUG2011:16:17:00.000,188,9605,1,103,2,2
6,04AUG2011:12:32:00.000,214,9605,1,36,,
4,08AUG2011:11:12:00.000,35,9605,1,120,1,
4,08AUG2011:11:46:00.000,18,9605,1,113,1,
4,08AUG2011:11:46:00.000,18,9605,1,79,2,1
9,11AUG2011:09:40:00.000,87,9605,1,187,1,
3,16AUG2011:09:28:00.000,353,9605,1,85,1,
3,16AUG2011:10:31:00.000,405,9605,1,41,1,
3,16AUG2011:10:31:00.000,405,9605,1,55,2,1
7,16AUG2011:10:52:00.000,89,9605,1,38,,
7,16AUG2011:10:52:00.000,89,9605,1,38,,
3,16AUG2011:11:19:00.000,448,9605,1,67,1,
3,16AUG2011:11:19:00.000,448,9605,1,44,1,
18,16AUG2011:11:25:00.000,403,9605,1,26,,
4,16AUG2011:12:17:00.000,168,9605,1,135,1,
7,16AUG2011:12:32:00.000,40,9605,1,114,2,2
4,17AUG2011:09:20:00.000,268,9605,1,110,2,2
4,17AUG2011:09:20:00.000,268,9605,1,119,1,
4,17AUG2011:09:20:00.000,268,9605,1,83,1,
4,17AUG2011:09:20:00.000,268,9605,1,136,1,
4,17AUG2011:09:20:00.000,268,9605,1,114,2,2
4,17AUG2011:09:20:00.000,268,9605,1,66,2,1
4,17AUG2011:09:20:00.000,268,9605,1,61,1,
4,17AUG2011:09:20:00.000,268,9605,1,40,1,
4,17AUG2011:09:20:00.000,268,9605,1,39,1,
17,17AUG2011:11:02:00.000,9,9605,1,48,2,1
17,17AUG2011:11:51:00.000,27,9605,1,42,2,1
17,17AUG2011:11:51:00.000,27,9605,1,47,2,1
8,22AUG2011:11:37:00.000,113,9605,1,114,2,2
8,22AUG2011:11:37:00.000,113,9605,1,120,2,3
8,22AUG2011:11:37:00.000,113,9605,1,152,2,3
8,22AUG2011:11:37:00.000,113,9605,1,140,1,
5,23AUG2011:08:47:00.000,254,9605,1,159,1,
5,23AUG2011:08:47:00.000,254,9605,1,29,,
1,23AUG2011:10:05:00.000,176,9605,1,151,2,1
1,23AUG2011:10:05:00.000,176,9605,1,143,1,
1,23AUG2011:10:05:00.000,176,9605,1,140,2,1
7,24AUG2011:10:53:00.000,263,9605,1,102,2,1
7,24AUG2011:10:53:00.000,263,9605,1,49,,
5,24AUG2011:12:46:00.000,51,9605,1,84,2,1
20,25AUG2011:12:06:00.000,2102,9605,1,120,2,2
7,30AUG2011:10:25:00.000,1,9605,1,134,1,
7,30AUG2011:10:25:00.000,1,9605,1,61,2,1
5,01SEP2011:08:55:00.000,241,9605,1,77,2,1
5,01SEP2011:08:55:00.000,241,9605,1,56,2,1
5,01SEP2011:08:55:00.000,241,9605,1,106,1,
5,01SEP2011:08:55:00.000,241,9605,1,42,,
5,01SEP2011:08:55:00.000,241,9605,1,45,,
5,01SEP2011:11:06:00.000,238,9605,1,38,1,
5,01SEP2011:16:04:00.000,141,9605,1,151,2,2
4,07SEP2011:10:59:00.000,169,9605,1,56,2,1
21,09SEP2011:08:57:00.000,3125,9605,1,62,2,1
21,09SEP2011:09:29:00.000,3105,9605,1,50,2,1
2,11SEP2011:17:56:00.000,292,9605,1,11,,
3,12SEP2011:10:50:00.000,174,9605,1,63,2,3
8,13SEP2011:11:27:00.000,334,9605,1,133,2,3
8,13SEP2011:11:59:00.000,303,9605,1,50,1,
6,14SEP2011:11:58:00.000,41,9605,1,121,1,
2,14SEP2011:16:07:00.000,82,9605,1,62,2,1
8,19SEP2011:10:47:00.000,44,9605,1,166,1,
8,19SEP2011:11:38:00.000,56,9605,1,152,2,4
2,19SEP2011:12:05:00.000,659,9605,1,16,,
2,19SEP2011:12:05:00.000,659,9605,1,9,,
2,19SEP2011:12:05:00.000,659,9605,1,10,,
2,19SEP2011:12:05:00.000,659,9605,1,11,,
2,19SEP2011:12:05:00.000,659,9605,1,9,,
2,19SEP2011:12:05:00.000,659,9605,1,12,,
2,19SEP2011:12:05:00.000,659,9605,1,11,,
2,19SEP2011:12:05:00.000,659,9605,1,12,,
2,19SEP2011:12:05:00.000,659,9605,1,9,,
2,19SEP2011:12:05:00.000,659,9605,1,14,,
2,19SEP2011:12:05:00.000,659,9605,1,11,,
2,19SEP2011:12:05:00.000,659,9605,1,11,,
2,19SEP2011:12:05:00.000,659,9605,1,12,,
2,19SEP2011:12:05:00.000,659,9605,1,13,,
2,19SEP2011:12:05:00.000,659,9605,1,7,,
2,19SEP2011:12:05:00.000,659,9605,1,9,,
2,19SEP2011:12:05:00.000,659,9605,1,18,,
2,19SEP2011:12:05:00.000,659,9605,1,8,,
2,19SEP2011:12:05:00.000,659,9605,1,7,,
5,19SEP2011:12:46:00.000,139,9605,1,64,2,1
1,19SEP2011:13:57:00.000,92,9605,1,173,1,
6,19SEP2011:14:22:00.000,134,9605,1,33,2,1
4,19SEP2011:16:08:00.000,126,9605,1,41,1,
3,19SEP2011:16:43:00.000,61,9605,1,124,2,2
3,19SEP2011:16:43:00.000,61,9605,1,114,2,3
3,19SEP2011:16:43:00.000,61,9605,1,62,1,
3,19SEP2011:16:43:00.000,61,9605,1,,2,3
3,19SEP2011:16:43:00.000,61,9605,1,12,,
3,19SEP2011:17:51:00.000,63,9605,1,123,2,3
3,19SEP2011:17:51:00.000,63,9605,1,114,1,
3,19SEP2011:17:51:00.000,63,9605,1,83,1,
8,21SEP2011:10:16:00.000,87,9605,1,31,,
8,21SEP2011:10:16:00.000,87,9605,1,51,1,
8,21SEP2011:10:16:00.000,87,9605,1,46,,
8,21SEP2011:10:16:00.000,87,9605,1,39,,
5,21SEP2011:15:10:00.000,132,9605,1,54,1,
2,29SEP2011:13:04:00.000,308,9605,1,12,,
4,03OCT2011:12:14:00.000,127,9605,1,,,
4,03OCT2011:12:14:00.000,127,9605,1,72,2,1
4,03OCT2011:12:14:00.000,127,9605,1,42,,
4,03OCT2011:12:14:00.000,127,9605,1,29,,
4,03OCT2011:12:14:00.000,127,9605,1,32,,
4,03OCT2011:12:14:00.000,127,9605,1,28,,
2,03OCT2011:12:45:00.000,471,9605,1,13,,
2,03OCT2011:13:13:00.000,503,9605,1,140,1,
4,03OCT2011:14:53:00.000,182,9605,1,24,,
8,04OCT2011:10:50:00.000,314,9605,1,38,,
8,04OCT2011:10:50:00.000,314,9605,1,39,,
8,04OCT2011:10:50:00.000,314,9605,1,46,,
18,04OCT2011:12:33:00.000,381,9605,1,21,,
18,04OCT2011:13:03:00.000,405,9605,1,19,,
4,04OCT2011:13:04:00.000,189,9605,1,22,1,
4,04OCT2011:13:04:00.000,189,9605,1,21,1,
4,04OCT2011:13:04:00.000,189,9605,1,35,1,
6,06OCT2011:14:23:00.000,136,9605,1,,1,
6,06OCT2011:14:23:00.000,136,9605,1,75,2,2
4,10OCT2011:09:57:00.000,60,9605,1,152,1,
4,10OCT2011:09:57:00.000,60,9605,1,159,2,2
4,10OCT2011:10:23:00.000,51,9605,1,171,1,
4,10OCT2011:10:36:00.000,79,9605,1,95,2,1
4,10OCT2011:10:36:00.000,79,9605,1,156,1,
5,10OCT2011:15:14:00.000,122,9605,1,132,1,
3,11OCT2011:15:43:00.000,402,9605,1,71,1,
7,12OCT2011:16:36:00.000,199,9605,1,138,1,
7,12OCT2011:17:33:00.000,156,9605,1,155,1,
5,17OCT2011:09:32:00.000,124,9605,1,24,,
8,17OCT2011:10:44:00.000,312,9605,1,120,1,
8,17OCT2011:10:44:00.000,312,9605,1,135,1,
1,17OCT2011:12:32:00.000,179,9605,1,160,1,
4,17OCT2011:14:19:00.000,83,9605,1,113,2,1
2,24OCT2011:09:35:00.000,235,9605,1,33,1,
8,24OCT2011:10:35:00.000,120,9605,1,31,,
8,24OCT2011:10:35:00.000,120,9605,1,21,,
8,24OCT2011:10:35:00.000,120,9605,1,19,,
5,24OCT2011:12:33:00.000,102,9605,1,152,1,
7,01NOV2011:14:05:00.000,258,9605,1,151,2,2
4,02NOV2011:10:46:00.000,70,9605,1,161,1,
4,02NOV2011:14:51:00.000,137,9605,1,143,1,
4,07NOV2011:11:45:00.000,272,9605,1,52,1,
9,07NOV2011:12:48:00.000,83,9605,1,186,2,
8,14NOV2011:14:29:00.000,99,9605,1,69,2,1
8,14NOV2011:14:57:00.000,120,9605,1,27,,
5,16NOV2011:12:24:00.000,136,9605,1,53,2,1
5,16NOV2011:12:48:00.000,160,9605,1,52,2,1
4,18NOV2011:09:44:00.000,27,9605,1,109,1,
4,18NOV2011:12:03:00.000,69,9605,1,51,2,1
4,18NOV2011:12:03:00.000,69,9605,1,61,2,1
4,18NOV2011:12:03:00.000,69,9605,1,55,2,1
4,18NOV2011:12:03:00.000,69,9605,1,68,2,1
